(42, 30, 'B', 1186968, '93.20', '2013-1-28 15:53:18', 371, 3, 352, 'https://mega.nz/...'),
(9, 27, 'C', 436278, '79.98', '2014-6-10 18:26:14', 94, 24, 135, 'https://mega.nz/...'),
(9, 26, 'C', 444382, '79.92', '2016-7-10 12:47:32', 136, 11, 195, 'https://mega.nz/...'),
(9, 25, 'D', 377499, '68.03', '2013-10-15 10:23:17', 112, 41, 84, 'https://mega.nz/...'),
(9, 21, 'C', 464549, '84.01', '2013-7-24 12:27:12', 130, 14, 218, 'https://mega.nz/...'),
(9, 32, 'C', 452900, '81.90', '2012-6-27 10:21:27', 127, 2, 197, 'https://mega.nz/...'),
(130, 34, 'C', 412028, '78.53', '2011-3-3 0:54:49', 140, 17, 201, 'https://mega.nz/...'),
(130, 32, 'B', 455544, '88.54', '2014-1-27 18:46:9', 113, 11, 231, 'https://mega.nz/...'),
(130, 32, 'B', 450551, '87.11', '2012-10-18 19:31:3', 123, 16, 241, 'https://mega.nz/...'),
(130, 20, 'S', 516701, '99.08', '2011-5-24 9:0:53', 161, 0, 434, 'https://mega.nz/...'),
(130, 3, 'C', 430354, '83.14', '2014-6-28 6:16:4', 119, 5, 204, 'https://mega.nz/...'),
(115, 16, 'S', 501977, '99.30', '2015-8-3 3:49:15', 82, 1, 222, 'https://mega.nz/...'),
(115, 19, 'S', 506375, '97.95', '2016-7-26 2:11:46', 137, 2, 360, 'https://mega.nz/...'),
(115, 31, 'B', 476859, '93.10', '2010-9-27 6:28:11', 108, 10, 251, 'https://mega.nz/...'),
(115, 22, 'D', 365852, '68.76', '2014-5-24 17:44:49', 148, 34, 124, 'https://mega.nz/...'),
(115, 8, 'C', 397900, '76.67', '2014-8-29 22:28:18', 115, 9, 152, 'https://mega.nz/...'),
(123, 27, 'C', 390178, '75.50', '2016-6-7 21:40:59', 105, 31, 131, 'https://mega.nz/...'),
(123, 31, 'C', 416711, '78.84', '2015-6-9 9:7:17', 156, 8, 227, 'https://mega.nz/...'),
(123, 15, 'C', 418145, '79.13', '2014-3-10 20:46:8', 156, 22, 230, 'https://mega.nz/...'),
(123, 24, 'C', 423321, '83.13', '2010-1-25 19:40:47', 84, 7, 144, 'https://mega.nz/...'),
(123, 17, 'S', 512272, '99.65', '2013-6-28 3:22:8', 125, 0, 341, 'https://mega.nz/...'),
(123, 7, 'C', 411437, '80.42', '2013-3-16 9:33:51', 91, 12, 141, 'https://mega.nz/...'),
(123, 9, 'C', 372290, '70.69', '2012-3-24 6:20:30', 133, 30, 127, 'https://mega.nz/...'),
(123, 11, 'C', 412728, '79.29', '2014-11-14 22:0:10', 125, 10, 185, 'https://mega.nz/...'),
(123, 26, 'B', 473041, '91.75', '2013-7-16 19:25:31', 122, 5, 274, 'https://mega.nz/...'),
(123, 1, 'A', 476537, '94.06', '2010-9-2 11:8:8', 83, 2, 198, 'https://mega.nz/...'),
(123, 12, 'B', 479545, '93.98', '2011-10-28 8:31:57', 100, 5, 238, 'https://mega.nz/...'),
(123, 29, 'S', 506073, '98.42', '2013-6-15 18:41:4', 124, 0, 329, 'https://mega.nz/...'),
(123, 1, 'A', 481450, '95.14', '2013-10-16 16:3:45', 81, 4, 199, 'https://mega.nz/...'),
(123, 29, 'B', 470212, '91.25', '2011-11-4 0:2:45', 120, 13, 266, 'https://mega.nz/...'),
(95, 34, 'S', 607206, '99.26', '2015-4-14 17:29:25', 103, 1, 259, 'https://mega.nz/...'),
(95, 9, 'A', 606305, '96.60', '2013-1-12 18:0:35', 177, 1, 419, 'https://mega.nz/...'),
(95, 15, 'B', 573323, '92.41', '2016-2-24 3:30:46', 136, 3, 289, 'https://mega.nz/...'),
(95, 11, 'S', 602778, '98.24', '2016-12-11 0:10:52', 111, 0, 273, 'https://mega.nz/...'),
(95, 29, 'C', 463953, '72.51', '2016-5-13 6:47:36', 177, 7, 176, 'https://mega.nz/...'),
(95, 8, 'C', 466978, '73.13', '2011-10-6 7:5:22', 174, 45, 179, 'https://mega.nz/...'),
(95, 19, 'C', 460737, '71.36', '2013-7-7 3:19:57', 195, 42, 181, 'https://mega.nz/...'),
(95, 16, 'C', 500662, '78.42', '2014-7-7 4:37:36', 186, 32, 248, 'https://mega.nz/...'),
(28, 1, 'B', 564529, '90.78', '2012-8-13 8:35:28', 140, 4, 285, 'https://mega.nz/...'),
(28, 18, 'A', 588754, '94.95', '2014-6-15 16:23:44', 138, 8, 314, 'https://mega.nz/...'),
(19, 28, 'B', 569681, '92.43', '2013-10-10 9:53:19', 117, 2, 249, 'https://mega.nz/...'),
(19, 14, 'C', 526545, '83.27', '2014-3-5 11:17:36', 172, 22, 277, 'https://mega.nz/...'),
(19, 29, 'C', 516390, '80.78', '2014-5-15 12:58:31', 195, 15, 286, 'https://mega.nz/...'),
(19, 32, 'D', 434084, '69.73', '2010-1-8 11:12:17', 110, 19, 92, 'https://mega.nz/...'),
(19, 9, 'C', 530672, '84.31', '2012-1-1 13:43:59', 162, 30, 270, 'https://mega.nz/...'),
(19, 10, 'C', 437776, '70.49', '2014-11-19 3:40:23', 106, 6, 93, 'https://mega.nz/...'),
(154, 17, 'B', 539930, '85.44', '2014-6-17 23:45:58', 175, 3, 303, 'https://mega.nz/...'),
(154, 28, 'S', 609002, '97.97', '2013-1-7 1:48:1', 150, 3, 367, 'https://mega.nz/...'),
(154, 25, 'B', 565910, '89.66', '2013-7-8 5:52:10', 180, 17, 355, 'https://mega.nz/...'),
(154, 1, 'C', 456286, '73.04', '2014-4-10 18:26:10', 123, 34, 126, 'https://mega.nz/...'),
(154, 19, 'C', 451109, '70.34', '2011-2-1 11:24:38', 177, 3, 154, 'https://mega.nz/...'),
(154, 35, 'S', 624728, '99.68', '2016-6-9 22:34:55', 178, 0, 453, 'https://mega.nz/...'),
(154, 25, 'C', 511586, '81.93', '2013-11-10 10:34:49', 137, 8, 210, 'https://mega.nz/...'),
(154, 18, 'B', 587924, '93.73', '2012-5-5 5:17:15', 170, 5, 375, 'https://mega.nz/...'),
(154, 7, 'C', 517277, '81.81', '2010-3-4 13:39:27', 169, 23, 258, 'https://mega.nz/...'),
(33, 28, 'S', 1705630, '97.69', '2013-8-3 6:16:12', 469, 3, 469, 'https://mega.nz/...'),
(67, 2, 'C', 1478465, '84.08', '2012-3-15 1:14:45', 456, 5, 311, 'https://mega.nz/...'),
(78, 17, 'C', 1386335, '79.39', '2014-5-24 23:7:24', 382, 11, 218, 'https://mega.nz/...'),
(55, 9, 'A', 1661250, '96.63', '2012-4-26 2:21:18', 334, 1, 326, 'https://mega.nz/...'),
(55, 34, 'C', 1420120, '82.08', '2016-10-12 22:17:11', 329, 18, 209, 'https://mega.nz/...'),
(55, 24, 'C', 1426715, '81.51', '2012-6-22 1:36:44', 409, 78, 254, 'https://mega.nz/...'),
(55, 3, 'B', 1629935, '93.92', '2011-7-20 11:27:17', 401, 5, 366, 'https://mega.nz/...'),
(55, 29, 'A', 1660010, '95.67', '2015-3-20 2:19:55', 407, 21, 388, 'https://mega.nz/...'),
(55, 11, 'C', 1404460, '79.51', '2014-6-7 9:7:34', 463, 20, 266, 'https://mega.nz/...'),
(55, 23, 'C', 1354579, '77.32', '2013-6-15 22:19:12', 394, 22, 206, 'https://mega.nz/...'),
(169, 33, 'C', 1408970, '78.85', '2014-3-28 1:42:6', 540, 17, 302, 'https://mega.nz/...'),
(169, 12, 'C', 1419225, '79.65', '2010-11-5 20:26:50', 525, 45, 303, 'https://mega.nz/...'),
(169, 29, 'B', 1521775, '85.95', '2016-8-6 3:2:28', 518, 56, 376, 'https://mega.nz/...'),
(169, 3, 'A', 1639519, '94.61', '2014-4-3 23:18:42', 392, 27, 364, 'https://mega.nz/...'),
(169, 7, 'C', 1321240, '75.09', '2011-2-28 8:48:12', 411, 4, 193, 'https://mega.nz/...'),
(169, 4, 'D', 1225460, '67.77', '2015-1-23 11:53:31', 536, 0, 160, 'https://mega.nz/...'),
(171, 28, 'B', 1551995, '90.23', '2013-8-5 16:59:57', 316, 3, 261, 'https://mega.nz/...'),
(171, 15, 'B', 1524685, '88.49', '2010-1-10 1:56:52', 323, 35, 253, 'https://mega.nz/...'),
(171, 2, 'C', 1352160, '77.71', '2016-8-15 5:7:18', 350, 55, 186, 'https://mega.nz/...'),
(171, 11, 'B', 1572905, '89.84', '2015-1-9 0:55:3', 453, 24, 370, 'https://mega.nz/...'),
(171, 23, 'C', 1323964, '74.14', '2010-5-14 18:48:30', 503, 44, 225, 'https://mega.nz/...'),
(171, 15, 'C', 1277575, '72.48', '2011-1-17 5:15:21', 408, 146, 167, 'https://mega.nz/...'),
(171, 13, 'C', 1300200, '73.60', '2011-1-24 23:56:35', 429, 87, 187, 'https://mega.nz/...'),
(171, 1, 'A', 1695899, '96.33', '2013-1-2 5:19:13', 532, 17, 516, 'https://mega.nz/...'),
(138, 26, 'D', 1253022, '68.61', '2014-6-12 1:43:0', 471, 148, 147, 'https://mega.nz/...'),
(138, 25, 'C', 1450023, '79.46', '2010-1-21 2:37:31', 540, 24, 303, 'https://mega.nz/...'),
(138, 35, 'C', 1331843, '75.42', '2010-8-11 16:25:24', 290, 122, 136, 'https://mega.nz/...'),
(138, 7, 'C', 1474919, '83.37', '2016-6-17 18:55:53', 334, 56, 218, 'https://mega.nz/...'),
(144, 15, 'C', 1354727, '76.44', '2012-11-26 18:32:41', 318, 78, 156, 'https://mega.nz/...'),
(144, 1, 'C', 1278873, '70.33', '2013-9-25 3:55:17', 455, 154, 160, 'https://mega.nz/...'),
(144, 23, 'B', 1688422, '93.58', '2016-4-24 12:25:20', 539, 36, 478, 'https://mega.nz/...'),
(144, 19, 'C', 1371606, '77.49', '2012-5-3 8:46:6', 314, 41, 162, 'https://mega.nz/...'),
(144, 4, 'C', 1416063, '79.64', '2011-11-26 2:58:52', 355, 56, 201, 'https://mega.nz/...'),
(144, 20, 'C', 1444266, '79.40', '2015-12-11 11:42:11', 516, 36, 289, 'https://mega.nz/...'),
(144, 2, 'B', 1681816, '93.16', '2011-7-8 21:24:27', 542, 35, 475, 'https://mega.nz/...'),
(130, 9, 'C', 1353409, '74.77', '2013-1-27 1:3:11', 453, 92, 206, 'https://mega.nz/...'),
(130, 16, 'C', 1391047, '76.08', '2012-7-5 8:35:4', 530, 87, 257, 'https://mega.nz/...'),
(130, 14, 'S', 1741089, '99.31', '2015-5-12 8:23:58', 319, 1, 325, 'https://mega.nz/...'),
(130, 15, 'A', 1650079, '94.04', '2010-8-11 22:46:14', 309, 19, 277, 'https://mega.nz/...'),
(44, 18, 'C', 1476828, '83.16', '2013-2-10 9:39:1', 361, 73, 233, 'https://mega.nz/...'),
(44, 29, 'B', 1594981, '90.02', '2015-6-11 8:37:25', 373, 44, 300, 'https://mega.nz/...'),
(21, 1, 'A', 1688081, '95.04', '2010-8-3 8:53:17', 414, 3, 381, 'https://mega.nz/...'),
(21, 15, 'B', 1572963, '88.39', '2010-8-24 0:38:45', 400, 17, 307, 'https://mega.nz/...'),
(21, 35, 'C', 1432391, '80.71', '2010-8-23 10:24:27', 346, 41, 204, 'https://mega.nz/...'),
(104, 21, 'B', 1305210, '92.13', '2012-12-1 8:47:12', 252, 23, 214, 'https://mega.nz/...'),
(95, 28, 'C', 1106828, '77.70', '2012-4-17 4:6:55', 243, 39, 126, 'https://mega.nz/...'),
(95, 28, 'S', 1428167, '98.65', '2014-2-1 15:13:30', 423, 3, 423, 'https://mega.nz/...'),
(95, 6, 'S', 1417789, '98.96', '2014-12-24 13:6:17', 350, 2, 352, 'https://mega.nz/...'),
(95, 10, 'C', 1045002, '72.64', '2015-2-6 2:39:40', 278, 44, 112, 'https://mega.nz/...'),
(95, 25, 'C', 1148444, '79.53', '2011-9-19 0:1:54', 326, 47, 183, 'https://mega.nz/...'),
(95, 22, 'C', 1125703, '78.66', '2011-10-11 22:57:55', 272, 18, 147, 'https://mega.nz/...'),
(95, 12, 'C', 1074850, '73.59', '2016-12-25 23:9:20', 363, 33, 154, 'https://mega.nz/...'),
(95, 10, 'C', 1136799, '77.83', '2014-8-13 3:37:16', 384, 71, 201, 'https://mega.nz/...'),
(79, 1, 'C', 1049548, '73.15', '2012-12-6 19:5:46', 266, 80, 110, 'https://mega.nz/...'),
(79, 21, 'A', 1394082, '96.64', '2010-10-2 8:30:48', 389, 8, 371, 'https://mega.nz/...'),
(79, 22, 'C', 1174052, '79.56', '2013-4-20 4:43:40', 452, 15, 254, 'https://mega.nz/...'),
(79, 7, 'A', 1372624, '96.29', '2015-11-26 23:48:22', 306, 15, 289, 'https://mega.nz/...'),
(65, 24, 'C', 1078082, '74.94', '2012-3-15 18:23:37', 287, 26, 131, 'https://mega.nz/...'),
(65, 10, 'B', 1254301, '87.10', '2016-7-13 18:34:27', 340, 42, 250, 'https://mega.nz/...'),
(65, 12, 'C', 1110520, '77.09', '2010-5-15 16:41:17', 303, 16, 153, 'https://mega.nz/...'),
(65, 5, 'B', 1342158, '93.65', '2014-9-15 1:20:37', 333, 0, 295, 'https://mega.nz/...'),
(65, 33, 'B', 1248265, '85.42', '2013-11-28 16:18:4', 424, 31, 295, 'https://mega.nz/...'),
(110, 7, 'B', 1260193, '87.65', '2016-5-28 9:14:29', 332, 38, 248, 'https://mega.nz/...'),
(110, 8, 'C', 1232317, '84.52', '2010-1-5 6:36:4', 406, 20, 274, 'https://mega.nz/...'),
(110, 23, 'B', 1304712, '89.23', '2011-3-15 22:41:43', 447, 42, 351, 'https://mega.nz/...'),
(110, 14, 'D', 1000355, '67.75', '2015-5-20 7:12:15', 388, 36, 113, 'https://mega.nz/...'),
(110, 14, 'C', 1018335, '70.08', '2013-6-20 19:46:0', 319, 25, 110, 'https://mega.nz/...'),
(110, 7, 'C', 1039995, '71.38', '2011-2-28 4:31:29', 339, 62, 127, 'https://mega.nz/...'),
(167, 17, 'C', 861982, '73.31', '2010-7-12 6:8:57', 329, 46, 193, 'https://mega.nz/...'),
(167, 27, 'B', 1023523, '87.86', '2016-7-14 1:45:27', 347, 2, 366, 'https://mega.nz/...'),
(167, 20, 'B', 1059027, '93.52', '2012-2-4 5:26:19', 217, 8, 268, 'https://mega.nz/...'),
(167, 16, 'C', 899654, '78.51', '2015-9-14 13:30:12', 235, 69, 177, 'https://mega.nz/...'),
(167, 10, 'D', 804043, '68.00', '2015-9-5 12:16:34', 328, 79, 137, 'https://mega.nz/...'),
(167, 10, 'B', 1025158, '90.84', '2012-3-1 2:1:32', 193, 18, 222, 'https://mega.nz/...'),
(167, 32, 'B', 1073348, '93.27', '2011-8-9 4:18:44', 302, 14, 371, 'https://mega.nz/...'),
(167, 18, 'B', 1039559, '90.46', '2011-4-24 22:46:28', 286, 2, 326, 'https://mega.nz/...'),
(185, 14, 'C', 905016, '79.67', '2015-1-23 0:21:57', 199, 68, 157, 'https://mega.nz/...'),
(185, 11, 'C', 950911, '83.66', '2013-3-19 14:27:54', 212, 30, 195, 'https://mega.nz/...'),
(185, 5, 'C', 861399, '75.93', '2014-4-12 0:56:39', 184, 60, 123, 'https://mega.nz/...'),
(185, 28, 'A', 1100385, '94.75', '2015-4-2 20:42:12', 357, 11, 456, 'https://mega.nz/...'),
(61, 13, 'S', 1124452, '99.67', '2014-9-3 6:54:9', 210, 1, 301, 'https://mega.nz/...'),
(61, 29, 'C', 940113, '80.29', '2013-4-3 8:25:21', 341, 20, 277, 'https://mega.nz/...'),
(61, 10, 'B', 1049969, '91.36', '2015-5-18 16:34:44', 289, 3, 337, 'https://mega.nz/...'),
(61, 12, 'B', 996352, '85.41', '2010-1-9 7:14:13', 344, 19, 336, 'https://mega.nz/...'),
(61, 19, 'A', 1098372, '96.87', '2015-4-6 13:53:48', 232, 11, 312, 'https://mega.nz/...'),
(187, 15, 'S', 1102854, '97.78', '2012-10-2 10:44:46', 205, 3, 281, 'https://mega.nz/...'),
(187, 7, 'C', 947220, '83.67', '2011-7-25 11:32:45', 193, 1, 177, 'https://mega.nz/...'),
(187, 8, 'A', 1101781, '96.30', '2015-12-20 3:21:10', 280, 11, 371, 'https://mega.nz/...'),
(187, 33, 'C', 945674, '81.44', '2015-11-10 21:52:52', 306, 53, 260, 'https://mega.nz/...'),
(187, 12, 'C', 954406, '83.57', '2014-5-21 6:18:9', 234, 24, 214, 'https://mega.nz/...'),
(187, 2, 'C', 973217, '84.09', '2012-10-17 17:21:50', 300, 37, 280, 'https://mega.nz/...'),
(187, 3, 'B', 979855, '85.53', '2016-2-14 17:52:24', 255, 9, 250, 'https://mega.nz/...'),
(92, 25, 'B', 997601, '87.02', '2010-5-2 20:3:3', 263, 27, 270, 'https://mega.nz/...'),
(92, 28, 'B', 1034729, '89.96', '2010-7-23 10:47:46', 289, 20, 324, 'https://mega.nz/...'),
(92, 3, 'C', 958042, '84.70', '2013-1-9 11:7:10', 191, 47, 182, 'https://mega.nz/...'),
(92, 25, 'C', 973870, '84.85', '2013-3-10 4:9:47', 262, 46, 251, 'https://mega.nz/...'),
(92, 17, 'C', 884141, '76.75', '2014-11-13 13:56:51', 253, 45, 176, 'https://mega.nz/...'),
(92, 31, 'C', 887137, '76.83', '2013-10-11 9:14:56', 264, 28, 185, 'https://mega.nz/...'),
(92, 21, 'S', 1129932, '98.41', '2010-6-22 20:7:31', 306, 2, 427, 'https://mega.nz/...'),
(92, 2, 'S', 1104991, '98.32', '2011-1-9 23:48:46', 186, 4, 259, 'https://mega.nz/...'),
(14, 18, 'C', 1022925, '84.37', '2014-6-19 23:50:19', 369, 3, 346, 'https://mega.nz/...'),
(14, 26, 'C', 979249, '81.85', '2014-2-19 4:34:40', 292, 5, 250, 'https://mega.nz/...'),
(14, 28, 'C', 930700, '76.83', '2014-11-11 15:8:8', 332, 30, 231, 'https://mega.nz/...'),
(14, 28, 'C', 941700, '78.00', '2010-3-3 2:39:32', 321, 16, 236, 'https://mega.nz/...'),
(14, 24, 'C', 979500, '80.72', '2010-12-15 8:6:27', 357, 19, 293, 'https://mega.nz/...'),
(45, 27, 'B', 1080300, '89.63', '2013-9-22 21:10:6', 360, 18, 398, 'https://mega.nz/...'),
(45, 30, 'C', 908462, '76.82', '2015-11-10 22:37:25', 221, 16, 154, 'https://mega.nz/...'),
(45, 10, 'S', 1140875, '97.98', '2014-9-10 22:3:28', 193, 1, 265, 'https://mega.nz/...'),
(45, 1, 'C', 949500, '78.64', '2012-6-13 3:59:21', 324, 14, 244, 'https://mega.nz/...'),
(45, 28, 'B', 1086900, '92.93', '2015-12-25 16:27:39', 207, 11, 251, 'https://mega.nz/...'),
(187, 31, 'B', 1080287, '91.08', '2014-8-7 9:45:39', 278, 17, 320, 'https://mega.nz/...'),
(187, 24, 'B', 1022699, '86.32', '2015-12-3 17:29:33', 258, 15, 258, 'https://mega.nz/...'),
(187, 6, 'C', 950075, '80.81', '2012-12-8 5:21:39', 205, 41, 169, 'https://mega.nz/...'),
(187, 23, 'B', 1017575, '85.05', '2016-4-23 22:3:31', 304, 4, 292, 'https://mega.nz/...'),
(187, 26, 'B', 1077487, '90.39', '2011-4-8 12:51:30', 303, 32, 342, 'https://mega.nz/...'),
(187, 11, 'B', 1079500, '91.23', '2016-3-21 11:29:29', 266, 4, 308, 'https://mega.nz/...'),
(187, 12, 'B', 1035962, '87.52', '2014-5-27 12:25:19', 257, 4, 267, 'https://mega.nz/...'),
(187, 14, 'B', 1065962, '89.86', '2013-4-19 6:25:24', 275, 8, 306, 'https://mega.nz/...'),
(8, 19, 'S', 1175012, '98.65', '2015-7-28 14:26:43', 326, 1, 454, 'https://mega.nz/...'),
(8, 35, 'C', 869350, '73.77', '2013-5-15 13:36:39', 197, 8, 118, 'https://mega.nz/...'),
(8, 4, 'S', 1138200, '97.12', '2012-4-17 5:22:2', 228, 2, 307, 'https://mega.nz/...'),
(8, 17, 'B', 1085300, '92.13', '2016-1-14 23:1:48', 244, 22, 289, 'https://mega.nz/...'),
(8, 24, 'B', 1021562, '87.09', '2010-7-6 16:2:46', 209, 6, 214, 'https://mega.nz/...'),
(8, 15, 'C', 956837, '79.63', '2014-3-13 19:30:25', 305, 48, 240, 'https://mega.nz/...'),
(161, 30, 'B', 1105725, '93.91', '2013-6-24 10:21:14', 246, 12, 306, 'https://mega.nz/...'),
(143, 27, 'B', 1060650, '90.17', '2013-5-5 11:25:54', 231, 34, 259, 'https://mega.nz/...'),
(143, 33, 'A', 1126200, '94.29', '2013-1-29 23:23:40', 327, 18, 410, 'https://mega.nz/...'),
(143, 19, 'C', 860875, '72.11', '2011-1-2 17:47:26', 248, 15, 135, 'https://mega.nz/...'),
(143, 20, 'D', 831212, '68.25', '2015-4-26 7:12:6', 317, 21, 134, 'https://mega.nz/...'),
(143, 21, 'C', 964550, '80.92', '2011-11-8 7:3:1', 271, 63, 224, 'https://mega.nz/...'),
(143, 32, 'C', 960687, '78.98', '2016-11-18 16:18:6', 361, 47, 276, 'https://mega.nz/...'),
(143, 7, 'C', 847362, '71.94', '2015-11-29 12:26:26', 190, 82, 102, 'https://mega.nz/...'),
(143, 10, 'C', 895174, '76.19', '2012-8-22 8:0:56', 190, 70, 128, 'https://mega.nz/...'),
(143, 20, 'D', 839237, '68.48', '2011-3-10 1:58:39', 344, 109, 148, 'https://mega.nz/...'),
(8, 13, 'C', 838000, '79.16', '2014-4-26 10:54:23', 248, 66, 183, 'https://mega.nz/...'),
(65, 21, 'B', 952086, '89.51', '2016-4-10 11:39:19', 303, 17, 320, 'https://mega.nz/...'),
(65, 27, 'C', 847365, '79.19', '2012-7-29 12:16:32', 293, 30, 217, 'https://mega.nz/...'),
(114, 19, 'S', 1052003, '99.08', '2015-1-13 19:47:28', 326, 0, 440, 'https://mega.nz/...'),
(114, 31, 'C', 799585, '75.36', '2012-4-13 16:52:14', 245, 71, 152, 'https://mega.nz/...'),
(114, 4, 'B', 950392, '89.36', '2010-3-15 12:17:44', 302, 19, 317, 'https://mega.nz/...'),
(114, 27, 'C', 789996, '75.08', '2013-1-4 3:39:43', 211, 58, 129, 'https://mega.nz/...'),
(114, 27, 'C', 810340, '75.66', '2014-2-6 1:38:56', 284, 24, 179, 'https://mega.nz/...'),
(114, 9, 'C', 857467, '81.65', '2014-2-10 18:30:13', 221, 38, 180, 'https://mega.nz/...'),
(114, 19, 'D', 730646, '68.02', '2012-4-5 16:22:39', 266, 73, 106, 'https://mega.nz/...'),
(114, 1, 'C', 768052, '72.01', '2011-1-14 19:43:41', 254, 8, 132, 'https://mega.nz/...'),
(174, 4, 'C', 805146, '75.50', '2016-2-18 13:30:1', 266, 53, 167, 'https://mega.nz/...'),
(109, 27, 'C', 763762, '79.26', '2010-11-27 3:26:17', 157, 9, 115, 'https://mega.nz/...'),
(109, 9, 'B', 876484, '89.14', '2011-4-13 19:52:17', 264, 9, 272, 'https://mega.nz/...'),
(109, 15, 'B', 869365, '89.56', '2013-12-21 19:15:50', 209, 29, 218, 'https://mega.nz/...'),
(109, 32, 'C', 768443, '78.06', '2013-6-12 19:25:59', 236, 41, 164, 'https://mega.nz/...'),
(109, 10, 'C', 806829, '81.58', '2010-4-14 18:57:33', 265, 6, 212, 'https://mega.nz/...'),
(107, 3, 'D', 682567, '68.16', '2015-8-14 4:37:21', 264, 94, 104, 'https://mega.nz/...'),
(107, 3, 'S', 954329, '99.00', '2013-5-17 9:26:27', 198, 3, 263, 'https://mega.nz/...'),
(139, 9, 'D', 696145, '69.06', '2016-9-16 15:0:28', 290, 47, 123, 'https://mega.nz/...'),
(139, 2, 'C', 800291, '81.55', '2016-9-22 16:20:43', 234, 45, 187, 'https://mega.nz/...'),
(139, 32, 'C', 805411, '82.92', '2014-10-25 19:45:16', 196, 49, 165, 'https://mega.nz/...'),
(139, 21, 'C', 776142, '78.80', '2013-7-26 8:50:7', 240, 40, 172, 'https://mega.nz/...'),
(139, 24, 'C', 802123, '81.68', '2014-5-25 1:46:3', 237, 39, 190, 'https://mega.nz/...'),
(139, 23, 'B', 890362, '90.93', '2011-11-9 20:29:7', 251, 22, 272, 'https://mega.nz/...'),
(139, 21, 'B', 865117, '89.41', '2012-7-26 9:0:49', 195, 23, 202, 'https://mega.nz/...'),
(139, 5, 'B', 820373, '85.43', '2011-5-6 11:41:59', 155, 19, 142, 'https://mega.nz/...'),
(139, 19, 'B', 884222, '89.09', '2015-6-28 17:0:46', 305, 26, 314, 'https://mega.nz/...'),
(24, 4, 'C', 756113, '77.26', '2011-7-6 16:21:35', 211, 34, 141, 'https://mega.nz/...'),
(24, 12, 'C', 823477, '83.41', '2015-6-9 14:55:33', 264, 6, 226, 'https://mega.nz/...'),
(24, 3, 'C', 745633, '75.26', '2015-11-20 21:44:41', 251, 50, 153, 'https://mega.nz/...'),
(198, 32, 'A', 866921, '94.50', '2011-3-13 15:45:55', 224, 11, 248, 'https://mega.nz/...'),
(198, 19, 'S', 901064, '99.39', '2016-12-23 22:52:34', 182, 1, 227, 'https://mega.nz/...'),
(198, 2, 'C', 777493, '83.39', '2013-7-5 0:26:25', 260, 44, 207, 'https://mega.nz/...'),
(198, 3, 'C', 716323, '77.85', '2011-6-27 17:3:59', 195, 19, 125, 'https://mega.nz/...'),
(198, 26, 'B', 818898, '88.54', '2014-8-8 1:33:38', 243, 8, 229, 'https://mega.nz/...'),
(198, 7, 'S', 914908, '98.84', '2014-5-13 9:0:50', 275, 1, 338, 'https://mega.nz/...'),
(198, 20, 'C', 673040, '71.87', '2013-2-5 17:36:30', 239, 47, 113, 'https://mega.nz/...'),
(198, 13, 'C', 764570, '81.77', '2016-8-28 3:51:53', 266, 26, 200, 'https://mega.nz/...'),
(173, 20, 'A', 857155, '94.32', '2010-10-12 10:46:36', 183, 9, 202, 'https://mega.nz/...'),
(173, 24, 'B', 848977, '93.38', '2016-1-6 12:24:57', 183, 7, 197, 'https://mega.nz/...'),
(173, 17, 'C', 658223, '71.29', '2011-12-13 2:37:30', 190, 61, 87, 'https://mega.nz/...'),
(173, 28, 'A', 893551, '96.96', '2013-2-2 18:8:19', 250, 1, 294, 'https://mega.nz/...'),
(173, 15, 'B', 821854, '88.42', '2010-2-10 16:45:10', 263, 25, 247, 'https://mega.nz/...'),
(173, 19, 'A', 874041, '95.66', '2015-7-1 16:11:29', 209, 9, 238, 'https://mega.nz/...'),
(173, 2, 'C', 685341, '74.66', '2011-10-7 2:59:50', 179, 18, 98, 'https://mega.nz/...'),
(173, 1, 'C', 668112, '71.76', '2012-9-13 21:37:42', 219, 31, 103, 'https://mega.nz/...'),
(173, 9, 'B', 826851, '88.40', '2013-12-11 16:38:41', 289, 24, 271, 'https://mega.nz/...'),
(97, 26, 'C', 679968, '74.64', '2016-1-1 2:11:56', 153, 27, 84, 'https://mega.nz/...'),
(152, 26, 'B', 814578, '90.27', '2010-6-4 20:50:16', 146, 27, 144, 'https://mega.nz/...'),
(152, 1, 'C', 749039, '81.64', '2016-6-7 21:22:31', 194, 50, 145, 'https://mega.nz/...'),
(152, 24, 'B', 843228, '90.44', '2012-4-18 11:34:49', 282, 14, 280, 'https://mega.nz/...'),
(152, 18, 'D', 648756, '68.55', '2015-6-17 16:35:28', 262, 7, 99, 'https://mega.nz/...'),
(152, 35, 'S', 897246, '97.25', '2010-12-20 8:21:33', 256, 3, 304, 'https://mega.nz/...'),
(152, 18, 'C', 675683, '73.09', '2011-2-12 6:32:59', 199, 5, 101, 'https://mega.nz/...'),
(152, 11, 'D', 642909, '67.74', '2015-2-10 9:51:59', 268, 28, 95, 'https://mega.nz/...'),
(90, 13, 'A', 853095, '94.32', '2012-9-15 18:11:39', 205, 13, 225, 'https://mega.nz/...'),
(90, 22, 'C', 705896, '77.32', '2013-10-29 8:24:53', 201, 28, 125, 'https://mega.nz/...'),
(90, 26, 'C', 680805, '74.22', '2010-8-22 23:11:2', 209, 43, 112, 'https://mega.nz/...'),
